 written on 30Jan2023 at 17:04:23
    1
    2
   -1    0    0    1    1    1    1   -0.2500000000    0.0000000000
   -1    0    0    1    1    1    2    0.0000000000    0.0000000000
   -1    0    0    1    1    1    3    0.0000000000    0.0000000000
   -1    0    0    1    1    1    4    0.0000000000    0.0000000000
   -1    0    0    1    1    2    1    0.0000000000    0.0000000000
   -1    0    0    1    1    2    2    0.2500000000    0.0000000000
   -1    0    0    1    1    2    3    0.0000000000    0.0000000000
   -1    0    0    1    1    2    4    0.0000000000    0.0000000000
   -1    0    0    1    1    3    1    0.0000000000    0.0000000000
   -1    0    0    1    1    3    2    0.0000000000    0.0000000000
   -1    0    0    1    1    3    3    0.2500000000    0.0000000000
   -1    0    0    1    1    3    4    0.0000000000    0.0000000000
   -1    0    0    1    1    4    1    0.0000000000    0.0000000000
   -1    0    0    1    1    4    2    0.0000000000    0.0000000000
   -1    0    0    1    1    4    3    0.0000000000    0.0000000000
   -1    0    0    1    1    4    4    0.2500000000    0.0000000000
    0   -1    0    1    1    1    1   -0.2500000000    0.0000000000
    0   -1    0    1    1    1    2    0.0000000000    0.0000000000
    0   -1    0    1    1    1    3    0.0000000000    0.0000000000
    0   -1    0    1    1    1    4    0.0000000000    0.0000000000
    0   -1    0    1    1    2    1    0.0000000000    0.0000000000
    0   -1    0    1    1    2    2    0.2500000000    0.0000000000
    0   -1    0    1    1    2    3    0.0000000000    0.0000000000
    0   -1    0    1    1    2    4    0.0000000000    0.0000000000
    0   -1    0    1    1    3    1    0.0000000000    0.0000000000
    0   -1    0    1    1    3    2    0.0000000000    0.0000000000
    0   -1    0    1    1    3    3    0.2500000000    0.0000000000
    0   -1    0    1    1    3    4    0.0000000000    0.0000000000
    0   -1    0    1    1    4    1    0.0000000000    0.0000000000
    0   -1    0    1    1    4    2    0.0000000000    0.0000000000
    0   -1    0    1    1    4    3    0.0000000000    0.0000000000
    0   -1    0    1    1    4    4    0.2500000000    0.0000000000
    0    0   -1    1    1    1    1   -0.2500000000    0.0000000000
    0    0   -1    1    1    1    2    0.0000000000    0.0000000000
    0    0   -1    1    1    1    3    0.0000000000    0.0000000000
    0    0   -1    1    1    1    4    0.0000000000    0.0000000000
    0    0   -1    1    1    2    1    0.0000000000    0.0000000000
    0    0   -1    1    1    2    2    0.2500000000    0.0000000000
    0    0   -1    1    1    2    3    0.0000000000    0.0000000000
    0    0   -1    1    1    2    4    0.0000000000    0.0000000000
    0    0   -1    1    1    3    1    0.0000000000    0.0000000000
    0    0   -1    1    1    3    2    0.0000000000    0.0000000000
    0    0   -1    1    1    3    3    0.2500000000    0.0000000000
    0    0   -1    1    1    3    4    0.0000000000    0.0000000000
    0    0   -1    1    1    4    1    0.0000000000    0.0000000000
    0    0   -1    1    1    4    2    0.0000000000    0.0000000000
    0    0   -1    1    1    4    3    0.0000000000    0.0000000000
    0    0   -1    1    1    4    4    0.2500000000    0.0000000000
    0    0    0    1    1    1    1    0.0000000000    0.0000000000
    0    0    0    1    1    1    2    0.0000000000    0.0000000000
    0    0    0    1    1    1    3    0.0000000000    0.0000000000
    0    0    0    1    1    1    4    0.0000000000    0.0000000000
    0    0    0    1    1    2    1    0.0000000000    0.0000000000
    0    0    0    1    1    2    2    0.0000000000    0.0000000000
    0    0    0    1    1    2    3    0.0000000000    0.0000000000
    0    0    0    1    1    2    4    0.0000000000    0.0000000000
    0    0    0    1    1    3    1    0.0000000000    0.0000000000
    0    0    0    1    1    3    2    0.0000000000    0.0000000000
    0    0    0    1    1    3    3    0.0000000000    0.0000000000
    0    0    0    1    1    3    4    0.0000000000    0.0000000000
    0    0    0    1    1    4    1    0.0000000000    0.0000000000
    0    0    0    1    1    4    2    0.0000000000    0.0000000000
    0    0    0    1    1    4    3    0.0000000000    0.0000000000
    0    0    0    1    1    4    4    0.0000000000    0.0000000000
    0    0    1    1    1    1    1   -0.2500000000    0.0000000000
    0    0    1    1    1    1    2    0.0000000000    0.0000000000
    0    0    1    1    1    1    3    0.0000000000    0.0000000000
    0    0    1    1    1    1    4    0.0000000000    0.0000000000
    0    0    1    1    1    2    1    0.0000000000    0.0000000000
    0    0    1    1    1    2    2    0.2500000000    0.0000000000
    0    0    1    1    1    2    3    0.0000000000    0.0000000000
    0    0    1    1    1    2    4    0.0000000000    0.0000000000
    0    0    1    1    1    3    1    0.0000000000    0.0000000000
    0    0    1    1    1    3    2    0.0000000000    0.0000000000
    0    0    1    1    1    3    3    0.2500000000    0.0000000000
    0    0    1    1    1    3    4    0.0000000000    0.0000000000
    0    0    1    1    1    4    1    0.0000000000    0.0000000000
    0    0    1    1    1    4    2    0.0000000000    0.0000000000
    0    0    1    1    1    4    3    0.0000000000    0.0000000000
    0    0    1    1    1    4    4    0.2500000000    0.0000000000
    0    1    0    1    1    1    1   -0.2500000000    0.0000000000
    0    1    0    1    1    1    2    0.0000000000    0.0000000000
    0    1    0    1    1    1    3    0.0000000000    0.0000000000
    0    1    0    1    1    1    4    0.0000000000    0.0000000000
    0    1    0    1    1    2    1    0.0000000000    0.0000000000
    0    1    0    1    1    2    2    0.2500000000    0.0000000000
    0    1    0    1    1    2    3    0.0000000000    0.0000000000
    0    1    0    1    1    2    4    0.0000000000    0.0000000000
    0    1    0    1    1    3    1    0.0000000000    0.0000000000
    0    1    0    1    1    3    2    0.0000000000    0.0000000000
    0    1    0    1    1    3    3    0.2500000000    0.0000000000
    0    1    0    1    1    3    4    0.0000000000    0.0000000000
    0    1    0    1    1    4    1    0.0000000000    0.0000000000
    0    1    0    1    1    4    2    0.0000000000    0.0000000000
    0    1    0    1    1    4    3    0.0000000000    0.0000000000
    0    1    0    1    1    4    4    0.2500000000    0.0000000000
    1    0    0    1    1    1    1   -0.2500000000    0.0000000000
    1    0    0    1    1    1    2    0.0000000000    0.0000000000
    1    0    0    1    1    1    3    0.0000000000    0.0000000000
    1    0    0    1    1    1    4    0.0000000000    0.0000000000
    1    0    0    1    1    2    1    0.0000000000    0.0000000000
    1    0    0    1    1    2    2    0.2500000000    0.0000000000
    1    0    0    1    1    2    3    0.0000000000    0.0000000000
    1    0    0    1    1    2    4    0.0000000000    0.0000000000
    1    0    0    1    1    3    1    0.0000000000    0.0000000000
    1    0    0    1    1    3    2    0.0000000000    0.0000000000
    1    0    0    1    1    3    3    0.2500000000    0.0000000000
    1    0    0    1    1    3    4    0.0000000000    0.0000000000
    1    0    0    1    1    4    1    0.0000000000    0.0000000000
    1    0    0    1    1    4    2    0.0000000000    0.0000000000
    1    0    0    1    1    4    3    0.0000000000    0.0000000000
    1    0    0    1    1    4    4    0.2500000000    0.0000000000
